"cliente_id","nome","cpf","contato","email","data_inicio","cidade"
"1356","Gabriela Teixeira","168.975.763-24","(81) 98844-5008","","17 de dezembro de 2025","RECIFE"
"12","André Borges","629.562.223-41","(81) 97118-8177","","09/07/2022","recife"
"876","Natalia Mendes","333.859.307-56","(81) 91199-9587","cliente876@email.com","14/05/2020","Caruaru"
"1084","Camila Martins","225.592.784-88","(81) 98623-9368","cliente1084@email.com","13/02/23","Recife"
"707","Gustavo Lopes","538.482.281-80","(81) 93880-8517","cliente707@email.com","28 de outubro de 2021","Caruaru"
"1323","Simone Cunha","160.358.190-45","(81) 93216-3547","cliente1323@email.com","15/02/23","RECIFE"
"1455","Larissa Ribeiro","310.488.875-61","(81) 99698-9129","cliente1455@email.com","26/07/2021","Olinda"
"1041","LARISSA RIBEIRO","227.197.352-62","(81) 95419-8966","cliente1041@email.com","2022-06-24","Olinda"
"510","roberto dias","849.851.916-82","(81) 98423-6323","cliente510@email.com","13/06/2021","RECIFE"
"1065","André Borges","738.592.778-18","(81) 94973-3661","cliente1065@email.com","09/07/2023","Petrolina"
"908","Denise Nogueira","532.483.777-28","(81) 93157-6373","cliente908@email.com","20 de maio de 2020","RECIFE"
"1189","Henrique Nascimento","747.447.850-85","(81) 95581-9869","cliente1189@email.com","24/09/24","RECIFE"
"1085","Diego Nunes","735.923.912-21","não informado","cliente1085@email.com","16/09/20","Olinda"
"573","Cristina Azevedo","639.918.738-65","(81) 97100-3807","cliente573@email.com","2020-09-24","Olinda"
"713","Eduardo Ramos","957.666.262-51","(81) 97422-5263","","14/04/2022","Petrolina"
"965","Fernanda Costa","738.423.697-67","(81) 92081-6946","cliente965@email.com","2025-04-29","Caruaru"
"280","camila martins","105.438.577-29","(81) 93636-5178","cliente280@email.com","12/06/20","recife"
"1161","Aline Monteiro","453.510.211-69","(81) 93805-4319","cliente1161@email.com","9 de fevereiro de 2026","Recife"
"421","Cristina Azevedo","172.685.845-42","","","31 de dezembro de 2024","Olinda"
"1062","Priscila Andrade","364.690.671-80","(81) 97096-8682","cliente1062@email.com","16/09/23","recife"
"1135","Denise Nogueira","707.193.746-96","(81) 94254-4950","cliente1135@email.com","2022-03-21","Petrolina"
"1011","Jorge Brito","440.467.760-69","(81) 95148-3255","cliente1011@email.com","2025-01-20","Recife"
"1466","João Silva","297.624.945-91","(81) 92846-6719","cliente1466@email.com","2024-09-12","recife"
"1092","Eduardo Ramos","961.878.663-79","(81) 95530-6103","cliente1092@email.com","22/11/20","recife"
"1069","Claudia Silveira","202.139.696-20","(81) 96075-6409","cliente1069@email.com","2020-06-10","Olinda"
"256","Priscila Andrade","844.234.316-12","(81) 94742-4675","cliente256@email.com","28/08/25","RECIFE"
"454","Rodrigo Cavalcanti","805.215.849-71","(81) 98243-6549","cliente454@email.com","13/06/2020","Caruaru"
"127","Daniel Batista","123.192.502-74","(81) 96055-9148","cliente127@email.com","2025-02-15","recife"
"1268","Paulo Rezende","112.136.978-99","(81) 94760-6006","cliente1268@email.com","1 de março de 2021","Petrolina"
"1091","priscila andrade","637.717.713-22","(81) 92524-3251","cliente1091@email.com","24/01/24","Caruaru"
"391","Maria Oliveira","894.435.246-22","(81) 99579-6084","cliente391@email.com","2025-10-15","Olinda"
"431","maria oliveira","810.926.911-70","(81) 95648-7819","cliente431@email.com","03/06/21","recife"
"1008","Natalia Mendes","929.101.765-15","(81) 94847-8339","cliente1008@email.com","25 de abril de 2026","recife"
"1133","Paulo Rezende","804.448.138-47","","cliente1133@email.com","23/08/20","Olinda"
"1058","Maria Oliveira","736.434.391-57","(81) 98541-6684","cliente1058@email.com","27/07/2020","Petrolina"
"194","Juliana Ferreira","262.995.997-45","(81) 93161-5945","cliente194@email.com","17/01/21","Recife"
"571","Leandro Pinto","245.397.550-34","(81) 91491-2887","","14/01/2024","Olinda"
"733","Priscila Andrade","771.257.968-74","(81) 96108-8438","cliente733@email.com","2021-03-08","Caruaru"
"1314","Carlos Souza","350.105.752-79","","cliente1314@email.com","26/03/26","Olinda"
"160","André Borges","522.240.962-90","(81) 91794-1104","","2022-08-05","Recife"
"726","Leonardo Campos","391.234.961-61","(81) 91076-8565","cliente726@email.com","31/05/2020","Caruaru"
"375","Mariana Fonseca","215.284.897-84","(81) 92481-9202","cliente375@email.com","16 de fevereiro de 2026","Caruaru"
"159","Leandro Pinto","571.272.850-55","(81) 99005-9037","cliente159@email.com","24 de novembro de 2021","Olinda"
"1166","Roberto Dias","339.876.536-39","(81) 99049-8175","cliente1166@email.com","18/01/2026","recife"
"898","Larissa Ribeiro","240.998.550-25","(81) 96821-1447","","2024-03-16","Petrolina"
"812","Pedro Santos","115.860.950-79","(81) 97805-1330","","13 de setembro de 2021","Olinda"
"449","Cristina Azevedo","921.337.954-76","não informado","cliente449@email.com","07/10/23","RECIFE"
"1274","ALEXANDRE PAIVA","629.987.627-16","(81) 94442-3824","cliente1274@email.com","2026-03-31","Olinda"
"265","priscila andrade","785.994.446-76","(81) 99598-4669","cliente265@email.com","12/11/2025","Petrolina"
"1424","Isabela Cardoso","657.283.377-78","","cliente1424@email.com","31/10/2022","Olinda"
"173","Leonardo Campos","398.852.811-91","(81) 97524-6228","cliente173@email.com","2025-07-04","Caruaru"
"53","Roberto Dias","946.245.173-17","(81) 93441-5352","cliente53@email.com","10/11/21","Petrolina"
"4","BRUNO ARAÚJO","987.203.489-45","(81) 92307-4814","cliente4@email.com","31/01/25","Olinda"
"1391","Mateus Queiroz","597.355.742-34","(81) 93415-5053","cliente1391@email.com","22/01/2025","Olinda"
"1385","Mateus Queiroz","245.894.589-88","(81) 98168-7993","cliente1385@email.com","23/11/23","Olinda"
"496","Mateus Queiroz","811.128.880-16","(81) 96353-8426","cliente496@email.com","2022-01-22","Recife"
"50","Juliana Ferreira","187.354.221-81","(81) 93444-5978","cliente50@email.com","2024-08-31","recife"
"575","Vitor Macedo","620.497.869-92","(81) 92062-3743","cliente575@email.com","16 de setembro de 2025","Olinda"
"617","Amanda Castro","869.107.781-84","","","20/06/2020","Petrolina"
"122","Marcos Carvalho","301.750.664-45","(81) 92292-5105","cliente122@email.com","27/05/2021","recife"
"472","Henrique Nascimento","283.113.790-72","(81) 98793-7020","cliente472@email.com","06/03/2021","Recife"
"395","Amanda Castro","791.151.208-59","(81) 91475-8712","","8 de agosto de 2020","Olinda"
"125","Ana Lima","508.233.878-57","(81) 96231-6658","cliente125@email.com","10/10/25","Olinda"
"1067","Luciana Melo","712.434.707-58","(81) 96506-3608","cliente1067@email.com","05/12/2020","RECIFE"
"723","Amanda Castro","109.426.804-11","(81) 96151-3003","cliente723@email.com","09/09/23","Olinda"
"40","Maria Oliveira","353.304.959-12","(81) 91659-1508","cliente40@email.com","16 de setembro de 2021","RECIFE"
"450","Cristina Azevedo","680.235.908-49","(81) 98503-5982","cliente450@email.com","2021-12-04","Petrolina"
"1444","André Borges","339.952.800-53","","","01/11/2021","recife"
"2","Bruno Araújo","814.532.448-45","(81) 91106-3615","cliente2@email.com","28/09/21","Recife"
"853","natalia mendes","849.137.644-60","(81) 92829-6853","cliente853@email.com","15/10/2022","Olinda"
"813","Leonardo Campos","202.370.771-83","(81) 98518-4320","cliente813@email.com","14 de abril de 2025","Recife"
"250","Simone Cunha","770.191.327-55","(81) 93999-6499","cliente250@email.com","03/07/22","Petrolina"
"289","Leandro Pinto","402.749.247-48","(81) 97406-9941","cliente289@email.com","08/03/2024","recife"
"1367","Patricia Moura","191.529.935-35","(81) 98375-6071","cliente1367@email.com","28 de abril de 2024","RECIFE"
"369","Maria Oliveira","897.292.209-26","(81) 95485-3489","","26/01/22","recife"
"255","Mateus Queiroz","405.397.566-76","(81) 92069-1749","cliente255@email.com","2025-11-16","Caruaru"
"481","Fernanda Costa","433.138.571-94","não informado","cliente481@email.com","26 de setembro de 2024","Caruaru"
"366","Roberto Dias","255.449.502-94","(81) 95590-4695","","16 de julho de 2021","recife"
"609","Vanessa Correia","612.847.842-57","não informado","cliente609@email.com","5 de julho de 2025","Petrolina"
"719","Gabriela Teixeira","380.593.304-21","(81) 93073-5384","cliente719@email.com","28/11/23","Petrolina"
"531","Natalia Mendes","906.333.241-64","(81) 99677-7909","cliente531@email.com","20 de agosto de 2024","recife"
"1493","Ana Lima","242.823.888-79","","cliente1493@email.com","2021-01-10","Olinda"
"947","GABRIELA TEIXEIRA","829.427.174-36","(81) 94042-4630","cliente947@email.com","21/07/2025","Recife"
"1406","Patricia Moura","725.244.832-65","(81) 93953-2831","cliente1406@email.com","2021-08-16","Olinda"
"18","Pedro Santos","734.183.529-94","(81) 95033-1651","cliente18@email.com","11/11/25","Olinda"
"104","Fernanda Costa","154.505.614-57","não informado","cliente104@email.com","23/08/2022","Caruaru"
"288","João Silva","614.208.396-97","(81) 92189-6860","cliente288@email.com","19/05/23","Petrolina"
"523","Vitor Macedo","119.532.690-50","(81) 91994-9655","","16 de março de 2026","Petrolina"
"834","Vitor Macedo","449.577.681-99","(81) 96745-2928","cliente834@email.com","18 de dezembro de 2020","Recife"
"679","Pedro Santos","557.838.915-71","(81) 93421-7399","cliente679@email.com","2 de outubro de 2020","RECIFE"
"614","Natalia Mendes","199.171.892-99","(81) 99056-1025","cliente614@email.com","07/09/24","RECIFE"
"1126","Fabio Vieira","905.117.890-89","(81) 98537-6817","cliente1126@email.com","23/11/2025","Recife"
"998","Pedro Santos","457.818.182-84","(81) 99052-1117","cliente998@email.com","2024-02-16","Petrolina"
"451","gabriela teixeira","828.648.392-33","(81) 93725-3634","cliente451@email.com","2021-12-19","Olinda"
"1229","Alexandre Paiva","725.723.613-14","","cliente1229@email.com","4 de maio de 2023","Petrolina"
"1445","Leonardo Campos","895.629.404-89","(81) 95537-9431","cliente1445@email.com","18 de fevereiro de 2025","Olinda"
"1037","Isabela Cardoso","663.697.940-45","(81) 99110-8450","cliente1037@email.com","2025-09-24","Caruaru"
"865","Thiago Gomes","724.355.270-82","(81) 91374-6325","cliente865@email.com","16/04/25","Recife"
"349","Denise Nogueira","179.321.631-22","(81) 92153-5979","cliente349@email.com","18 de fevereiro de 2021","Olinda"
"14","Daniel Batista","533.520.578-16","(81) 98062-6804","","07/02/21","Recife"
"118","Camila Martins","826.166.663-79","(81) 96236-6692","cliente118@email.com","2023-04-04","RECIFE"
"843","Alexandre Paiva","505.269.571-10","(81) 96670-8515","cliente843@email.com","2021-08-27","Caruaru"
"558","PRISCILA ANDRADE","300.940.753-60","(81) 94425-1116","cliente558@email.com","30 de março de 2021","Olinda"
"1495","Felipe Barbosa","419.263.327-54","(81) 94156-7743","","04/02/25","Recife"
"1009","Mateus Queiroz","472.190.712-57","","cliente1009@email.com","2025-02-11","Caruaru"
"1000","isabela cardoso","309.289.215-15","(81) 99385-7646","cliente1000@email.com","2024-05-06","Olinda"
"1408","Jorge Brito","626.815.303-24","(81) 92581-3635","","2026-02-28","Petrolina"
"686","Marcos Carvalho","685.613.413-39","(81) 98443-5227","cliente686@email.com","01/10/24","Recife"
"219","Simone Cunha","745.921.656-12","(81) 99614-5082","cliente219@email.com","15/04/24","Petrolina"
"25","Vera Pires","283.854.440-62","(81) 97755-1406","cliente25@email.com","13/10/2022","Petrolina"
"1402","Alexandre Paiva","379.687.647-38","(81) 91662-1714","","05/10/2021","Olinda"
"930","Cristina Azevedo","524.669.664-82","(81) 98917-8191","cliente930@email.com","26 de fevereiro de 2022","RECIFE"
"361","Fernanda Costa","451.810.923-24","(81) 95713-1225","cliente361@email.com","03/06/2023","Caruaru"
"246","Denise Nogueira","793.633.944-89","(81) 98646-5950","cliente246@email.com","14/06/2024","recife"
"13","Simone Cunha","172.626.343-45","(81) 91514-6413","cliente13@email.com","2025-06-11","RECIFE"
"1373","Tatiana Cruz","530.231.719-71","(81) 96377-9200","cliente1373@email.com","14/06/22","Recife"
"993","PAULO REZENDE","727.956.878-14","(81) 93916-6351","cliente993@email.com","04/03/2023","recife"
"1186","Mateus Queiroz","567.492.730-77","(81) 96797-3905","cliente1186@email.com","14 de maio de 2021","recife"
"463","Bruno Araújo","377.801.814-98","(81) 96180-5932","","24/01/24","Olinda"
"123","Cristina Azevedo","945.984.129-20","(81) 96531-1674","cliente123@email.com","05/07/20","RECIFE"
"1024","André Borges","369.998.780-55","(81) 92067-2429","cliente1024@email.com","2025-04-28","Olinda"
"498","Bruno Araújo","123.671.762-88","(81) 94677-1339","cliente498@email.com","25 de julho de 2022","Olinda"
"926","Patricia Moura","307.371.976-72","(81) 94050-7270","cliente926@email.com","7 de dezembro de 2023","Caruaru"
"435","Vanessa Correia","261.904.129-72","(81) 99804-3881","cliente435@email.com","2025-10-10","RECIFE"
"1362","Patricia Moura","573.644.680-92","(81) 98045-7611","cliente1362@email.com","2 de fevereiro de 2025","Olinda"
"152","Vera Pires","615.396.339-83","(81) 91924-3295","cliente152@email.com","30/07/23","Olinda"
"1052","Leandro Pinto","637.577.762-76","(81) 99871-7617","cliente1052@email.com","20 de dezembro de 2023","Caruaru"
"1149","Vanessa Correia","294.210.289-38","(81) 94185-3869","cliente1149@email.com","20 de abril de 2023","Petrolina"
"1474","Eduardo Ramos","126.917.572-37","(81) 96464-1201","","05/03/2025","RECIFE"
"701","fábio vieira","185.245.170-45","(81) 95129-3885","","17 de julho de 2024","Petrolina"
"885","Tatiana Cruz","976.954.410-57","(81) 95306-8732","cliente885@email.com","16/08/21","RECIFE"
"904","Maria Oliveira","902.126.439-13","(81) 96260-1466","","2025-04-11","Petrolina"
"419","Aline Monteiro","265.899.175-45","(81) 96298-5216","cliente419@email.com","12/09/20","Recife"
"663","Natalia Mendes","700.770.937-34","(81) 92971-1672","cliente663@email.com","01/03/2022","Recife"
"81","Claudia Silveira","229.381.739-91","(81) 93430-2076","cliente81@email.com","24 de fevereiro de 2026","recife"
"1029","Marcos Carvalho","161.870.542-15","(81) 95300-7658","cliente1029@email.com","05/08/2023","Olinda"
"777","Jorge Brito","384.702.493-48","","","12 de dezembro de 2020","Petrolina"
"811","MARCOS CARVALHO","867.226.932-58","(81) 91553-5463","cliente811@email.com","29/06/24","Recife"
"1265","Lucas Pereira","561.548.892-60","(81) 99048-2390","cliente1265@email.com","24/04/22","RECIFE"
"581","Cristina Azevedo","339.628.701-80","(81) 94438-8773","cliente581@email.com","3 de abril de 2025","Caruaru"
"677","Leandro Pinto","388.465.178-88","(81) 94678-2666","cliente677@email.com","28/09/2023","Recife"
"535","Patricia Moura","390.318.195-75","(81) 99527-9860","cliente535@email.com","10/03/26","RECIFE"
"4","BRUNO ARAÚJO","987.203.489-45","(81) 92307-4814","cliente4@email.com","31/01/25","Olinda"
"1111","Vitor Macedo","669.812.268-13","(81) 96847-8411","cliente1111@email.com","03/02/2021","RECIFE"
"1316","Daniel Batista","147.336.963-40","(81) 93744-7475","cliente1316@email.com","2024-09-12","Recife"
"1028","Camila Martins","248.981.878-18","(81) 93080-9353","cliente1028@email.com","10/05/2025","recife"
"752","Jorge Brito","949.765.209-52","","cliente752@email.com","2 de fevereiro de 2021","RECIFE"
"1216","pedro santos","470.728.265-71","(81) 97921-3017","cliente1216@email.com","03/08/22","Recife"
"324","Paulo Rezende","925.109.280-63","(81) 93450-8749","cliente324@email.com","08/08/25","Petrolina"
"443","ALINE MONTEIRO","133.403.536-44","(81) 96454-9698","cliente443@email.com","2026-01-30","RECIFE"
"849","ISABELA CARDOSO","111.597.769-95","(81) 97291-8449","cliente849@email.com","03/07/2024","Caruaru"
"815","THIAGO GOMES","758.418.440-28","(81) 98811-2785","","2020-12-08","Olinda"
"1428","André Borges","769.221.643-70","(81) 98861-1319","cliente1428@email.com","25/10/2021","Recife"
"177","alexandre paiva","915.540.208-11","(81) 97547-6432","cliente177@email.com","2021-02-07","Petrolina"
"72","Vera Pires","872.331.980-96","","cliente72@email.com","15/06/24","Recife"
"654","Natalia Mendes","467.991.826-35","(81) 98110-1095","cliente654@email.com","29/03/2021","Olinda"
"328","Fernanda Costa","555.899.983-56","(81) 97479-5444","cliente328@email.com","3 de novembro de 2025","Olinda"
"339","João Silva","571.852.889-22","(81) 91549-4263","cliente339@email.com","2025-11-04","Petrolina"
"547","Natalia Mendes","511.703.146-72","(81) 99741-6249","cliente547@email.com","2020-04-05","Petrolina"
"586","Larissa Ribeiro","630.111.275-51","","cliente586@email.com","09/08/2024","Olinda"
"297","Gabriela Teixeira","243.556.263-32","(81) 93717-9423","cliente297@email.com","21 de agosto de 2021","Caruaru"
"1463","André Borges","214.976.823-40","(81) 96241-6744","cliente1463@email.com","8 de setembro de 2023","Olinda"
"625","Vanessa Correia","328.365.218-47","(81) 98159-4823","cliente625@email.com","25/12/20","RECIFE"
"708","Alexandre Paiva","925.957.206-21","(81) 92625-2435","cliente708@email.com","8 de março de 2020","Recife"
"82","Tatiana Cruz","562.333.523-53","(81) 94522-8046","cliente82@email.com","31/01/2025","Caruaru"
"626","Luciana Melo","418.163.704-78","(81) 97229-1027","cliente626@email.com","16 de fevereiro de 2022","Caruaru"
"545","Andre Borges","986.269.824-13","(81) 95544-2450","cliente545@email.com","19/06/2023","RECIFE"
"308","Bruno Araújo","635.220.632-10","não informado","cliente308@email.com","16/03/24","Petrolina"
"757","Alexandre Paiva","526.933.535-28","(81) 92758-8601","cliente757@email.com","24/04/2020","recife"
"520","Larissa Ribeiro","188.408.888-69","(81) 99824-4127","cliente520@email.com","29/08/2021","Recife"
"1476","Eduardo Ramos","683.271.660-18","(81) 99126-2817","cliente1476@email.com","25 de abril de 2025","Caruaru"
"195","Gabriela Teixeira","771.193.820-22","(81) 94836-8032","cliente195@email.com","05/01/2020","Olinda"
"935","Larissa Ribeiro","247.884.652-97","(81) 99322-7670","cliente935@email.com","12/07/2023","RECIFE"
"664","André Borges","230.296.528-80","(81) 93517-1717","cliente664@email.com","31/10/22","Caruaru"
"66","Diego Nunes","180.724.991-58","(81) 93785-3868","cliente66@email.com","2022-09-13","Olinda"
"623","Henrique Nascimento","545.832.129-30","(81) 92465-2728","cliente623@email.com","30/08/23","Olinda"
"585","Patricia Moura","805.717.600-13","","cliente585@email.com","3 de fevereiro de 2022","Caruaru"
"1047","Leandro Pinto","181.637.361-67","(81) 91820-5102","cliente1047@email.com","2 de setembro de 2021","Caruaru"
"432","Henrique Nascimento","284.834.611-88","","cliente432@email.com","26/12/20","Caruaru"
"293","Luciana Melo","904.326.829-92","(81) 96131-5033","cliente293@email.com","21/11/24","Olinda"
"839","LARISSA RIBEIRO","243.578.700-51","(81) 94054-8785","cliente839@email.com","04/03/2024","Caruaru"
"1477","Patricia Moura","288.469.247-21","(81) 95802-3158","","15/06/24","Olinda"
"1013","Vitor Macedo","800.826.906-52","(81) 93698-4715","cliente1013@email.com","26/06/25","recife"
"1257","Roberto Dias","506.747.442-87","","cliente1257@email.com","22/11/2023","Recife"
"257","Cristina Azevedo","769.956.120-16","(81) 91785-2771","cliente257@email.com","19 de abril de 2021","Recife"
"541","LARISSA RIBEIRO","212.223.478-83","(81) 92945-7694","","2023-04-01","Recife"
"805","Priscila Andrade","873.882.394-63","(81) 94586-2841","cliente805@email.com","5 de janeiro de 2025","Recife"
"685","Lucas Pereira","213.259.161-92","(81) 91216-5698","cliente685@email.com","2020-05-11","recife"
"1349","Denise Nogueira","902.352.452-26","(81) 94055-8940","cliente1349@email.com","09/03/24","RECIFE"
"1001","Jorge Brito","574.155.763-90","(81) 95970-6913","cliente1001@email.com","30/07/22","Olinda"
"670","ANA LIMA","362.116.650-94","(81) 95582-3895","cliente670@email.com","11 de março de 2021","RECIFE"
"1113","alexandre paiva","954.803.542-29","(81) 97007-5908","cliente1113@email.com","2020-09-16","Petrolina"
"657","Leonardo Campos","846.623.291-41","(81) 95059-3498","cliente657@email.com","25/02/23","RECIFE"
"355","Mateus Queiroz","927.690.490-20","não informado","cliente355@email.com","17/08/20","Caruaru"
"937","Juliana Ferreira","813.585.241-53","(81) 97677-7247","","19/01/22","Olinda"
"943","Beatriz Rocha","968.632.193-94","(81) 98871-2618","cliente943@email.com","5 de agosto de 2023","recife"
"759","Vitor Macedo","771.255.460-93","(81) 92028-3858","cliente759@email.com","2026-04-25","Caruaru"
"334","priscila andrade","661.482.293-62","(81) 94788-1118","cliente334@email.com","2026-04-15","Olinda"
"499","Felipe Barbosa","274.680.220-11","(81) 92459-7028","cliente499@email.com","23 de novembro de 2025","RECIFE"
"929","Daniel Batista","126.606.329-98","(81) 93539-5485","cliente929@email.com","2022-06-15","Petrolina"
"263","Natalia Mendes","955.494.806-71","(81) 98479-5453","cliente263@email.com","2024-09-23","Recife"
"1211","JULIANA FERREIRA","354.302.737-37","(81) 99669-8170","cliente1211@email.com","2020-05-31","Petrolina"
"396","Denise Nogueira","937.302.830-95","(81) 96119-6444","","25 de dezembro de 2025","recife"
"671","Felipe Barbosa","695.744.927-60","(81) 95403-4341","cliente671@email.com","29 de setembro de 2021","Caruaru"
"922","tatiana cruz","220.882.344-56","(81) 92615-2555","cliente922@email.com","23/09/2024","Caruaru"
"738","Pedro Santos","325.851.943-98","(81) 97437-2659","cliente738@email.com","2023-01-03","Olinda"
"1427","Diego Nunes","117.466.496-47","(81) 96830-4330","cliente1427@email.com","2021-02-01","Petrolina"
"690","natalia mendes","195.416.108-55","(81) 91787-6154","cliente690@email.com","2023-03-02","Caruaru"
"350","Bruno Araújo","884.753.690-55","(81) 97802-2728","cliente350@email.com","21 de fevereiro de 2025","Recife"
"992","Rafael Alves","117.226.153-51","(81) 93105-6288","cliente992@email.com","2026-03-13","Caruaru"
"226","Alexandre Paiva","971.889.681-14","(81) 91029-7415","cliente226@email.com","2022-01-15","RECIFE"
"262","Eduardo Ramos","241.779.762-31","não informado","cliente262@email.com","8 de setembro de 2023","recife"
"52","Camila Martins","395.823.389-99","(81) 91534-4792","","2025-02-02","Caruaru"
"503","Amanda Castro","359.616.734-58","(81) 91745-1087","cliente503@email.com","24/05/23","Olinda"
"1068","João Silva","102.582.281-14","(81) 93488-1841","cliente1068@email.com","30/06/21","RECIFE"
"329","Camila Martins","270.506.205-22","(81) 92311-4450","cliente329@email.com","18 de setembro de 2020","recife"
"697","Gabriela Teixeira","998.996.798-15","(81) 98374-5306","cliente697@email.com","2020-08-21","RECIFE"
"1169","Gabriela Teixeira","435.790.263-21","(81) 94668-6722","cliente1169@email.com","30/05/24","Recife"
"549","Marcos Carvalho","499.201.427-28","(81) 91958-5882","cliente549@email.com","17/08/24","Petrolina"
"345","Rodrigo Cavalcanti","734.977.472-89","(81) 94039-1306","cliente345@email.com","05/09/2022","RECIFE"
