processo_id,numero_processo,cliente_id,tipo,fase,status,advogado_responsavel,data_abertura,prazo_proximo,valor_causa,vara,observacoes
18,2895065-46.2022.7.67.1438,1098,Trabalhista,Sentença,Acordo,Dra. Cavalcante,2025-11-24,2026-09-13,25454.0,20ª Vara Cível de Recife,Sem observações
19,8168054-14.2024.6.50.1232,209,Trabalhista,Inicial,Encerrado,Dra. Cavalcante,2023-11-07,2026-03-30,283193.0,14ª Vara Trabalhista de Recife,Sem observações
20,6425355-10.2021.6.53.2041,1435,Trabalhista,Acordo Extrajudicial,Ativo,Dr. Melo,2025-11-17,2025-11-05,17441.0,11ª Vara Cível de Recife,Sem observações
21,2328070-99.2024.8.57.5561,1256,Trabalhista,Execução,Ativo,Dra. Cavalcante,2023-03-25,2026-02-24,468358.0,3ª Vara Criminal de Recife,Sem observações
22,1887163-62.2025.9.93.1037,1138,Civil,Recurso,Ativo,Dr. Barros,2023-11-11,2026-07-27,124193.0,4ª Vara Cível de Recife,Sem observações
23,7274275-74.2020.1.22.9780,1271,Civil,Arquivado,Ativo,Dra. Fontes,2020-02-26,2025-06-12,416171.0,1ª Vara Criminal de Recife,Sem observações
24,6416661-36.2021.8.21.8496,383,Trabalhista,Inicial,Ativo,Dr. Barros,2023-05-05,2025-06-06,208689.0,15ª Vara Cível de Recife,Sem observações
25,4433355-55.2023.8.48.9346,560,Trabalhista,Instrução,Ativo,Dr. Melo,2024-06-22,2026-03-31,121743.0,19ª Vara Criminal de Recife,Sem observações
26,5159219-49.2023.5.25.3676,733,Trabalhista,Execução,Ativo,Dr. Melo,2022-07-03,2026-02-13,160063.0,15ª Vara Trabalhista de Recife,Sem observações
27,2966787-79.2022.1.41.9944,662,Civil,Sentença,Ativo,Dr. Melo,2022-11-09,2025-09-14,273584.0,3ª Vara Trabalhista de Recife,Aguardando documentos
28,4064382-39.2022.4.13.8937,631,Trabalhista,Audiência,Encerrado,Dra. Cavalcante,2022-07-10,2026-12-02,245404.0,13ª Vara Cível de Recife,Sem observações
29,3541821-31.2021.8.96.1927,1154,Civil,Execução,Encerrado,Dr. Barros,2021-04-11,2025-04-03,121194.0,20ª Vara Trabalhista de Recife,Sem observações
30,1101935-78.2023.5.88.5299,456,Civil,Arquivado,Encerrado,Dr. Barros,2022-07-16,Sem prazo delimitado,233108.0,15ª Vara Cível de Recife,Sem observações
31,4229107-99.2020.7.61.3978,606,Civil,Sentença,Suspenso,Dr. Barros,2020-04-18,2026-02-22,408229.0,8ª Vara Criminal de Recife,Sem observações
32,5050722-10.2024.8.29.4298,784,Trabalhista,Arquivado,Em recurso,Dr. Melo,2022-06-25,2025-12-30,444878.0,10ª Vara Criminal de Recife,Sem observações
33,8607512-63.2021.6.82.1039,16,Trabalhista,Arquivado,Suspenso,Dr. Melo,2021-01-25,2025-02-19,115963.0,16ª Vara Criminal de Recife,Sem observações
34,4314934-26.2021.7.14.7244,1237,Civil,Inicial,Ativo,Dr. Melo,2022-01-22,2026-10-26,101576.0,9ª Vara Criminal de Recife,Sem observações
35,6003915-30.2025.6.37.7681,1053,Civil,Inicial,Ativo,Dr. Melo,2025-01-15,2026-09-29,413753.0,5ª Vara Criminal de Recife,Sem observações
36,9686751-57.2022.7.62.3494,789,Trabalhista,Execução,Ativo,Dra. Cavalcante,2023-09-19,2026-03-28,237751.0,12ª Vara Cível de Recife,Aguardando documentos
37,5035093-45.2021.1.27.3097,1433,Civil,Acordo Extrajudicial,Encerrado,Dra. Fontes,2024-10-18,2026-12-30,Sem valor,3ª Vara Cível de Recife,Sem observações
38,7141324-67.2025.3.86.3413,328,Trabalhista,Acordo Extrajudicial,Encerrado,Dra. Cavalcante,2026-02-20,Sem prazo delimitado,422938.0,5ª Vara Cível de Recife,Sem observações
39,1887163-62.2025.9.93.1037,234,Trabalhista,Inicial,Encerrado,Dra. Fontes,2024-05-01,2026-05-05,76032.0,4ª Vara Criminal de Recife,Sem observações
40,5266269-78.2021.7.59.1392,319,Trabalhista,Execução,Encerrado,Dr. Barros,2025-09-30,2025-08-14,84808.0,1ª Vara Cível de Recife,Sem observações
41,1438459-62.2020.7.78.3410,502,Civil,Sentença,Ativo,Dra. Fontes,2022-09-23,2025-03-16,Sem valor,20ª Vara Cível de Recife,Sem observações
42,4687348-31.2023.1.92.6907,1097,Civil,Recurso,Acordo,Dra. Fontes,2025-07-28,2026-07-08,474508.0,4ª Vara Cível de Recife,Sem observações
43,8097721-13.2023.1.47.8354,1367,Trabalhista,Sentença,Ativo,Dra. Cavalcante,2024-10-18,2025-07-08,120515.0,5ª Vara Trabalhista de Recife,Sem observações
44,2191287-57.2021.1.18.8228,648,Trabalhista,Acordo Extrajudicial,Ativo,Dra. Fontes,2024-05-02,2025-11-18,Sem valor,19ª Vara Trabalhista de Recife,Sem observações
45,9108785-98.2021.3.78.6687,571,Trabalhista,Instrução,Acordo,Dra. Cavalcante,2020-03-29,2026-03-10,Sem valor,13ª Vara Criminal de Recife,Sem observações
46,1165147-13.2020.2.47.5874,293,Trabalhista,Acordo Extrajudicial,Ativo,Dr. Barros,2024-07-09,2025-03-07,Sem valor,9ª Vara Criminal de Recife,Sem observações
47,9057960-29.2025.5.10.6072,150,Civil,Execução,Suspenso,Dra. Cavalcante,2024-11-25,2026-04-11,82250.0,16ª Vara Trabalhista de Recife,Sem observações
48,3376786-12.2020.7.64.5093,1433,Civil,Acordo Extrajudicial,Ativo,Dra. Cavalcante,2025-03-14,2025-05-21,277499.0,1ª Vara Cível de Recife,Sem observações
49,7271178-97.2023.5.84.4243,1252,Civil,Acordo Extrajudicial,Suspenso,Dr. Melo,2026-03-25,2025-05-28,388326.0,19ª Vara Criminal de Recife,Aguardando documentos
50,1878000-50.2025.7.58.1197,649,Trabalhista,Acordo Extrajudicial,Encerrado,Dr. Barros,2024-06-27,2026-01-04,335374.0,7ª Vara Cível de Recife,Sem observações
51,7110796-41.2020.3.80.5362,284,Civil,Execução,Suspenso,Dr. Melo,2025-08-23,2025-05-10,460961.0,7ª Vara Trabalhista de Recife,Sem observações
52,4433355-55.2023.8.48.9346,1384,Civil,Arquivado,Encerrado,Dr. Barros,2025-04-08,2026-10-16,451599.0,20ª Vara Trabalhista de Recife,Sem observações
53,2658962-39.2022.5.95.8856,273,Civil,Arquivado,Ativo,Dra. Cavalcante,2023-02-20,2025-02-23,330914.0,19ª Vara Cível de Recife,Sem observações
54,2884639-86.2023.2.31.8737,1338,Civil,Audiência,Ativo,Dra. Cavalcante,2023-10-04,2026-02-05,283185.0,7ª Vara Criminal de Recife,Aguardando documentos
55,1667591-67.2025.4.69.9424,1182,Civil,Instrução,Ativo,Dr. Melo,2020-07-09,2025-06-10,473516.0,7ª Vara Trabalhista de Recife,Sem observações
56,2824928-33.2020.1.90.6467,1300,Civil,Acordo Extrajudicial,Encerrado,Dra. Fontes,2023-06-24,2025-12-27,332399.0,17ª Vara Trabalhista de Recife,Sem observações
57,4865461-96.2025.2.64.9143,917,Trabalhista,Execução,Encerrado,Dra. Fontes,2020-05-27,2026-09-15,247530.0,20ª Vara Criminal de Recife,Aguardando documentos
58,2909764-51.2025.7.78.2223,1323,Trabalhista,Arquivado,Em recurso,Dra. Cavalcante,2021-01-17,2026-06-13,423818.0,19ª Vara Criminal de Recife,Sem observações
59,3306375-34.2024.9.48.9154,899,Civil,Recurso,Ativo,Dra. Fontes,2021-10-16,2026-03-05,19724.0,7ª Vara Trabalhista de Recife,Sem observações
60,9071705-28.2021.9.78.4746,1105,Civil,Arquivado,Encerrado,Dra. Cavalcante,2023-02-09,2025-03-06,134742.0,6ª Vara Trabalhista de Recife,Sem observações
61,8129073-22.2024.4.16.9656,291,Trabalhista,Audiência,Encerrado,Dra. Fontes,2026-04-10,Sem prazo delimitado,Sem valor,18ª Vara Trabalhista de Recife,Sem observações
62,5625093-80.2022.9.16.6618,9,Civil,Audiência,Em recurso,Dr. Barros,2022-04-17,2026-04-19,230442.0,11ª Vara Cível de Recife,Aguardando documentos
63,5660649-86.2020.5.86.9291,1455,Trabalhista,Sentença,Ativo,Dra. Cavalcante,2025-10-22,2025-11-04,Sem valor,1ª Vara Criminal de Recife,Sem observações
64,2118934-75.2023.5.97.9563,257,Trabalhista,Recurso,Ativo,Dra. Fontes,2026-03-25,2025-06-20,250965.0,17ª Vara Trabalhista de Recife,Sem observações
65,4134515-43.2021.8.70.4879,263,Trabalhista,Recurso,Encerrado,Dr. Barros,2020-05-01,2025-04-03,48486.0,9ª Vara Cível de Recife,Sem observações
66,2341370-92.2024.9.60.8122,1383,Trabalhista,Inicial,Acordo,Dra. Fontes,2023-11-29,2026-05-11,Sem valor,19ª Vara Criminal de Recife,Aguardando documentos
67,6368709-92.2024.7.99.9426,222,Civil,Audiência,Encerrado,Dr. Barros,2024-06-21,2026-04-12,Sem valor,7ª Vara Trabalhista de Recife,Sem observações
68,5747786-52.2023.7.30.3750,33,Civil,Sentença,Ativo,Dra. Cavalcante,2021-10-23,2025-10-16,378631.0,15ª Vara Criminal de Recife,Sem observações
69,5661974-14.2020.6.39.3137,374,Civil,Execução,Suspenso,Dra. Cavalcante,2022-09-25,2026-12-22,Sem valor,14ª Vara Cível de Recife,Sem observações
70,2129757-49.2025.4.14.5657,686,Trabalhista,Instrução,Encerrado,Dra. Cavalcante,2023-09-08,Sem prazo delimitado,41303.0,1ª Vara Cível de Recife,Sem observações
71,1778149-24.2023.1.86.3557,276,Civil,Execução,Encerrado,Dra. Fontes,2025-03-04,2026-09-05,452684.0,10ª Vara Criminal de Recife,Sem observações
72,8215015-64.2021.5.32.1893,424,Trabalhista,Sentença,Ativo,Dra. Cavalcante,2021-03-17,2026-02-17,137198.0,13ª Vara Trabalhista de Recife,Aguardando documentos
73,3168718-77.2025.2.92.8027,320,Trabalhista,Acordo Extrajudicial,Ativo,Dra. Cavalcante,2021-07-22,2026-02-22,79442.0,18ª Vara Trabalhista de Recife,Sem observações
74,8125196-18.2023.1.53.1215,341,Trabalhista,Execução,Encerrado,Dr. Barros,2020-11-01,Sem prazo delimitado,390161.0,18ª Vara Trabalhista de Recife,Aguardando documentos
75,2884639-86.2023.2.31.8737,177,Trabalhista,Inicial,Acordo,Dr. Barros,2023-08-02,2025-01-25,436961.0,7ª Vara Criminal de Recife,Sem observações
76,1013314-48.2023.4.39.2083,1426,Trabalhista,Arquivado,Em recurso,Dra. Cavalcante,2022-08-06,2026-12-31,51876.0,19ª Vara Cível de Recife,Sem observações
77,3710559-31.2020.9.95.2540,1206,Civil,Instrução,Ativo,Dra. Fontes,2020-01-15,2025-11-14,181120.0,11ª Vara Criminal de Recife,Sem observações
78,4493339-70.2021.7.17.8725,369,Civil,Inicial,Ativo,Dra. Fontes,2022-12-11,2026-10-11,Sem valor,6ª Vara Criminal de Recife,Aguardando documentos
79,1093623-59.2025.7.92.5441,1049,Trabalhista,Arquivado,Encerrado,Dr. Barros,2025-10-30,Sem prazo delimitado,304933.0,9ª Vara Trabalhista de Recife,Sem observações
80,3724721-44.2021.9.75.5553,712,Civil,Inicial,Ativo,Dra. Cavalcante,2023-11-29,2025-06-08,265673.0,20ª Vara Criminal de Recife,Sem observações
81,5159219-49.2023.5.25.3676,194,Trabalhista,Sentença,Encerrado,Dr. Melo,2024-09-25,2026-05-01,191635.0,16ª Vara Trabalhista de Recife,Sem observações
82,3376786-12.2020.7.64.5093,202,Trabalhista,Sentença,Encerrado,Dr. Barros,2025-12-14,2025-08-10,280756.0,3ª Vara Criminal de Recife,Aguardando documentos
83,2292432-35.2025.5.83.7063,1311,Trabalhista,Sentença,Suspenso,Dr. Barros,2021-12-10,2026-03-19,440579.0,15ª Vara Criminal de Recife,Sem observações
84,4314934-26.2021.7.14.7244,810,Trabalhista,Inicial,Ativo,Dr. Barros,2025-03-14,2026-08-21,285735.0,11ª Vara Criminal de Recife,Sem observações
85,4687348-31.2023.1.92.6907,953,Trabalhista,Acordo Extrajudicial,Suspenso,Dra. Cavalcante,2024-06-04,2026-07-17,198649.0,1ª Vara Cível de Recife,Aguardando documentos
86,6160516-66.2024.5.17.7150,256,Civil,Audiência,Ativo,Dr. Barros,2025-05-31,2025-12-07,457445.0,12ª Vara Cível de Recife,Sem observações
87,4681694-71.2021.9.28.7350,904,Trabalhista,Execução,Encerrado,Dra. Cavalcante,2025-11-22,2025-02-27,381648.0,9ª Vara Criminal de Recife,Aguardando documentos
88,2554938-48.2024.1.13.4544,371,Civil,Audiência,Ativo,Dra. Fontes,2025-11-03,2026-04-10,79079.0,4ª Vara Cível de Recife,Aguardando documentos
89,1754781-28.2025.6.89.2162,697,Civil,Inicial,Ativo,Dr. Barros,2025-07-13,2026-09-08,319953.0,6ª Vara Cível de Recife,Sem observações
90,1353022-94.2023.9.79.1203,836,Civil,Arquivado,Em recurso,Dr. Melo,2021-11-19,2025-01-14,76356.0,13ª Vara Criminal de Recife,Aguardando documentos
91,1964519-55.2020.7.58.6781,285,Trabalhista,Audiência,Acordo,Dra. Fontes,2022-06-09,2026-10-13,Sem valor,9ª Vara Trabalhista de Recife,Sem observações
92,9060164-41.2020.5.36.2381,1224,Trabalhista,Execução,Ativo,Dra. Fontes,2020-07-22,2026-07-10,164346.0,8ª Vara Trabalhista de Recife,Sem observações
93,7223110-52.2024.2.44.8994,135,Trabalhista,Arquivado,Acordo,Dr. Barros,2023-12-20,2026-11-06,145335.0,18ª Vara Criminal de Recife,Sem observações
94,4893809-11.2021.7.19.9759,1355,Trabalhista,Sentença,Ativo,Dr. Barros,2024-01-09,2025-08-10,276363.0,5ª Vara Cível de Recife,Sem observações
95,9060164-41.2020.5.36.2381,944,Civil,Inicial,Encerrado,Dra. Fontes,2025-11-09,2025-10-25,346020.0,10ª Vara Cível de Recife,Sem observações
96,5472823-70.2022.4.41.7624,882,Civil,Audiência,Ativo,Dr. Melo,2020-07-04,2025-09-11,382870.0,13ª Vara Trabalhista de Recife,Sem observações
97,8286382-50.2025.4.53.4414,17,Trabalhista,Execução,Ativo,Dra. Fontes,2021-12-06,2026-10-09,250073.0,5ª Vara Criminal de Recife,Sem observações
98,1878000-50.2025.7.58.1197,1301,Trabalhista,Recurso,Ativo,Dr. Melo,2026-04-21,2025-03-06,62639.0,5ª Vara Criminal de Recife,Aguardando documentos
99,4065326-72.2025.8.58.5304,10,Civil,Sentença,Acordo,Dr. Melo,2026-04-22,2025-03-08,Sem valor,8ª Vara Cível de Recife,Sem observações
100,5947618-28.2023.6.53.6118,1271,Trabalhista,Instrução,Ativo,Dra. Cavalcante,2021-02-04,2026-04-11,Sem valor,6ª Vara Trabalhista de Recife,Sem observações
101,6836135-90.2022.9.37.5643,306,Trabalhista,Sentença,Ativo,Dr. Barros,2023-09-11,2025-02-22,295459.0,10ª Vara Trabalhista de Recife,Sem observações
102,1735592-50.2022.9.87.5612,1295,Civil,Recurso,Ativo,Dra. Cavalcante,2023-08-20,2026-04-05,168926.0,2ª Vara Trabalhista de Recife,Sem observações
103,3667022-35.2020.9.76.3115,382,Trabalhista,Recurso,Encerrado,Dra. Fontes,2022-10-10,2026-01-30,50544.0,12ª Vara Trabalhista de Recife,Aguardando documentos
104,2545435-52.2025.3.59.7623,342,Civil,Sentença,Ativo,Dra. Cavalcante,2024-10-03,Sem prazo delimitado,Sem valor,6ª Vara Cível de Recife,Sem observações
105,8588997-88.2020.6.29.5987,122,Civil,Instrução,Ativo,Dra. Fontes,2024-02-11,2025-08-29,233498.0,11ª Vara Cível de Recife,Aguardando documentos
106,4563779-48.2023.2.87.9606,1477,Trabalhista,Acordo Extrajudicial,Suspenso,Dr. Barros,2022-07-21,2025-04-13,152008.0,10ª Vara Criminal de Recife,Sem observações
107,3922248-27.2025.1.42.4047,1347,Trabalhista,Inicial,Acordo,Dr. Barros,2021-08-17,2025-09-06,455374.0,8ª Vara Cível de Recife,Sem observações
108,8220628-15.2021.8.54.9077,272,Civil,Acordo Extrajudicial,Encerrado,Dra. Cavalcante,2024-03-30,2026-09-13,178662.0,9ª Vara Cível de Recife,Sem observações
109,7687292-20.2021.4.85.7539,1449,Trabalhista,Recurso,Em recurso,Dr. Melo,2024-11-20,2026-01-17,469833.0,16ª Vara Cível de Recife,Aguardando documentos
110,4494463-44.2022.5.80.7542,220,Civil,Sentença,Ativo,Dr. Barros,2021-04-14,2026-04-24,415129.0,7ª Vara Cível de Recife,Sem observações
111,1833330-93.2025.8.61.3405,876,Trabalhista,Inicial,Suspenso,Dra. Cavalcante,2025-08-24,2026-09-26,Sem valor,11ª Vara Trabalhista de Recife,Sem observações
112,7245951-43.2021.4.11.7623,944,Trabalhista,Inicial,Ativo,Dra. Cavalcante,2024-10-01,2026-06-11,158101.0,12ª Vara Cível de Recife,Sem observações
113,8220628-15.2021.8.54.9077,562,Civil,Sentença,Ativo,Dr. Melo,2020-01-25,2026-10-24,Sem valor,7ª Vara Criminal de Recife,Sem observações
114,2554938-48.2024.1.13.4544,710,Trabalhista,Arquivado,Ativo,Dra. Cavalcante,2025-01-27,2025-02-18,147711.0,14ª Vara Criminal de Recife,Aguardando documentos
115,5210656-44.2021.1.39.2474,1392,Civil,Sentença,Ativo,Dra. Cavalcante,2022-09-10,2026-09-07,132709.0,6ª Vara Cível de Recife,Sem observações
116,2294596-63.2020.6.38.9193,643,Trabalhista,Execução,Encerrado,Dra. Fontes,2024-03-17,Sem prazo delimitado,88719.0,18ª Vara Criminal de Recife,Sem observações
117,1621418-87.2020.9.55.9337,741,Trabalhista,Recurso,Ativo,Dr. Melo,2020-10-11,2026-11-20,Sem valor,14ª Vara Cível de Recife,Sem observações
118,1742202-63.2023.6.68.9372,1158,Trabalhista,Recurso,Encerrado,Dra. Fontes,2024-07-04,2026-04-23,229610.0,1ª Vara Trabalhista de Recife,Sem observações
119,3464073-25.2022.8.73.5075,527,Civil,Inicial,Encerrado,Dra. Fontes,2025-02-13,2025-05-09,19462.0,6ª Vara Cível de Recife,Sem observações
120,3879233-61.2024.5.30.1494,1084,Civil,Instrução,Ativo,Dra. Cavalcante,2022-12-20,2025-08-11,Sem valor,20ª Vara Trabalhista de Recife,Sem observações
121,7599278-46.2021.4.96.3535,798,Civil,Acordo Extrajudicial,Encerrado,Dr. Barros,2024-10-18,2025-08-30,Sem valor,14ª Vara Cível de Recife,Sem observações
122,5991409-16.2021.8.44.1303,821,Trabalhista,Arquivado,Encerrado,Dr. Barros,2024-12-09,2025-01-26,245525.0,10ª Vara Cível de Recife,Sem observações
123,5472823-70.2022.4.41.7624,287,Trabalhista,Arquivado,Em recurso,Dr. Melo,2020-08-10,2026-02-05,112370.0,10ª Vara Criminal de Recife,Sem observações
124,8530609-10.2021.5.41.7151,937,Civil,Sentença,Ativo,Dr. Melo,2021-02-22,2025-10-30,Sem valor,14ª Vara Trabalhista de Recife,Sem observações
125,4721085-96.2020.6.92.9645,513,Civil,Arquivado,Encerrado,Dr. Barros,2025-09-22,2025-01-23,297936.0,9ª Vara Criminal de Recife,Sem observações
126,4584224-94.2025.2.57.2511,1399,Trabalhista,Instrução,Ativo,Dra. Fontes,2023-11-12,2025-05-07,316353.0,2ª Vara Trabalhista de Recife,Sem observações
127,2658962-39.2022.5.95.8856,457,Civil,Execução,Acordo,Dr. Melo,2020-07-23,2026-04-12,289801.0,17ª Vara Cível de Recife,Sem observações
128,4687348-31.2023.1.92.6907,255,Civil,Instrução,Em recurso,Dra. Cavalcante,2025-02-01,2026-02-15,Sem valor,19ª Vara Trabalhista de Recife,Sem observações
129,6105303-92.2021.4.39.3868,1259,Civil,Audiência,Ativo,Dr. Melo,2021-10-22,2025-05-19,Sem valor,14ª Vara Trabalhista de Recife,Sem observações
130,3585301-47.2021.7.73.3469,195,Civil,Instrução,Encerrado,Dr. Barros,2025-10-07,2026-03-12,54656.0,6ª Vara Criminal de Recife,Sem observações
131,5483975-50.2024.8.92.4422,722,Trabalhista,Instrução,Ativo,Dr. Barros,2024-10-09,2026-09-16,484123.0,19ª Vara Cível de Recife,Sem observações
132,3376786-12.2020.7.64.5093,1456,Trabalhista,Inicial,Ativo,Dr. Barros,2021-11-04,2026-10-21,263868.0,4ª Vara Trabalhista de Recife,Sem observações
133,3376786-12.2020.7.64.5093,399,Civil,Instrução,Ativo,Dra. Fontes,2025-09-04,2026-06-24,24205.0,20ª Vara Cível de Recife,Sem observações
134,6368709-92.2024.7.99.9426,1378,Civil,Execução,Suspenso,Dra. Cavalcante,2024-01-03,2025-07-12,478854.0,5ª Vara Trabalhista de Recife,Sem observações
135,6927716-18.2022.9.56.1445,447,Trabalhista,Audiência,Suspenso,Dra. Cavalcante,2021-09-03,2025-06-10,101603.0,9ª Vara Trabalhista de Recife,Sem observações
136,6663627-76.2023.9.26.5770,368,Trabalhista,Recurso,Encerrado,Dr. Barros,2024-07-20,2025-05-05,192699.0,7ª Vara Criminal de Recife,Sem observações
137,7381740-86.2021.2.88.6570,516,Trabalhista,Audiência,Ativo,Dra. Cavalcante,2024-05-14,2025-02-23,278319.0,19ª Vara Trabalhista de Recife,Aguardando documentos
138,7274275-74.2020.1.22.9780,627,Civil,Sentença,Ativo,Dra. Fontes,2023-10-02,2025-02-02,258469.0,3ª Vara Trabalhista de Recife,Sem observações
139,1667591-67.2025.4.69.9424,132,Trabalhista,Acordo Extrajudicial,Encerrado,Dra. Fontes,2022-02-25,2026-09-04,68451.0,1ª Vara Criminal de Recife,Sem observações
140,5074974-98.2023.8.21.9881,272,Trabalhista,Execução,Suspenso,Dr. Barros,2021-01-20,2026-06-22,220899.0,8ª Vara Trabalhista de Recife,Sem observações
141,5451988-41.2020.2.82.4041,30,Civil,Execução,Encerrado,Dra. Cavalcante,2023-03-04,2025-10-31,87492.0,12ª Vara Cível de Recife,Aguardando documentos
142,7486138-99.2020.5.81.4332,631,Trabalhista,Instrução,Ativo,Dra. Cavalcante,2021-04-28,2026-06-12,181351.0,4ª Vara Trabalhista de Recife,Sem observações
143,6254488-31.2024.9.48.3216,395,Trabalhista,Inicial,Encerrado,Dra. Fontes,2023-03-08,2026-10-14,175282.0,13ª Vara Cível de Recife,Aguardando documentos
144,8574876-96.2020.7.97.4673,145,Trabalhista,Audiência,Ativo,Dra. Fontes,2024-04-19,2025-01-10,96975.0,16ª Vara Trabalhista de Recife,Aguardando documentos
145,6694761-39.2022.1.10.2199,887,Civil,Sentença,Ativo,Dr. Barros,2023-11-22,2026-07-05,136097.0,20ª Vara Criminal de Recife,Sem observações
146,8588997-88.2020.6.29.5987,473,Trabalhista,Sentença,Acordo,Dr. Melo,2023-04-19,Sem prazo delimitado,273638.0,14ª Vara Cível de Recife,Sem observações
147,7515318-25.2024.4.34.6280,1382,Trabalhista,Recurso,Ativo,Dr. Melo,2025-04-19,2026-06-24,326018.0,12ª Vara Trabalhista de Recife,Sem observações
148,2575202-50.2023.1.54.9627,511,Trabalhista,Audiência,Suspenso,Dr. Barros,2023-08-11,Sem prazo delimitado,183271.0,6ª Vara Criminal de Recife,Aguardando documentos
149,2824928-33.2020.1.90.6467,1273,Civil,Acordo Extrajudicial,Ativo,Dr. Melo,2020-02-03,2026-03-14,114853.0,13ª Vara Trabalhista de Recife,Sem observações
150,1735592-50.2022.9.87.5612,938,Civil,Inicial,Encerrado,Dra. Fontes,2020-03-06,2026-08-26,271683.0,10ª Vara Criminal de Recife,Aguardando documentos
151,8590346-68.2020.7.63.7780,1322,Trabalhista,Arquivado,Encerrado,Dr. Barros,2024-10-26,2026-06-07,Sem valor,14ª Vara Criminal de Recife,Sem observações
152,4314934-26.2021.7.14.7244,535,Civil,Inicial,Ativo,Dra. Cavalcante,2022-05-30,2025-09-24,439775.0,14ª Vara Criminal de Recife,Sem observações
153,3679963-72.2020.9.29.7859,1337,Civil,Inicial,Ativo,Dr. Barros,2021-01-27,2026-10-11,384167.0,10ª Vara Criminal de Recife,Sem observações
154,2753004-76.2021.8.83.9874,1251,Civil,Inicial,Ativo,Dra. Cavalcante,2023-02-13,2025-01-18,454247.0,11ª Vara Trabalhista de Recife,Sem observações
155,7862554-22.2024.7.83.6459,1459,Trabalhista,Instrução,Acordo,Dr. Barros,2025-04-15,2026-04-07,70206.0,5ª Vara Trabalhista de Recife,Sem observações
156,9425559-65.2022.6.99.1309,493,Trabalhista,Arquivado,Ativo,Dra. Fontes,2021-07-12,2025-05-11,135740.0,14ª Vara Criminal de Recife,Sem observações
157,7813974-60.2021.1.81.1542,1375,Trabalhista,Audiência,Encerrado,Dra. Cavalcante,2022-06-23,Sem prazo delimitado,408586.0,18ª Vara Criminal de Recife,Sem observações
158,7486138-99.2020.5.81.4332,683,Civil,Inicial,Encerrado,Dra. Fontes,2023-04-19,2026-05-31,Sem valor,12ª Vara Criminal de Recife,Sem observações
