processo_id,numero_processo,cliente_id,tipo,fase,status,advogado_responsavel,data_abertura,prazo_proximo,valor_causa,vara,observacoes
12,7398699-88.2025.6.55.3587,745,Trabalhista,Acordo extrajudicial,Encerrado,Dra. Cavalcante,02-01-2026,21-09-2026,R$ 253333.14,20ª Vara Trabalhista de Recife,Aguardando documentos
13,8168450-48.2020.2.65.4570,1225,Civil,Audiência,Em recurso,Dr. Melo,10-03-2021,10-06-2026,R$ 253333.14,12ª Vara Trabalhista de Recife,Em negociação
14,6418382-43.2020.8.63.9133,607,Trabalhista,Instrução,Suspenso,Dra Fontes,02-09-2025,18-02-2026,R$ 194595.00,13ª Vara Cível de Recife,Urgente
15,8816646-78.2020.7.70.9224,1359,Civil,Execução,Ativo,Dr. Melo,31-03-2021,01-06-2025,R$ 99388.00,17ª Vara Trabalhista de Recife,Em negociação
16,7243958-65.2020.5.25.5047,11,Trabalhista,Arquivado,Ativo,Dr. Barros,26-01-2026,20-11-2026,R$ 253333.14,18ª Vara Cível de Recife,Não informado
17,2118934-75.2023.5.97.9563,835,Trabalhista,Instrução,Suspenso,Dra. Cavalcante,09-12-2023,07-11-2026,R$ 294519.00,18ª Vara Cível de Recife,Não informado
18,2895065-46.2022.7.67.1438,1098,Trabalhista,Sentença,Encerrado,Dra. Cavalcante,24-11-2025,13-09-2026,R$ 25454.00,20ª Vara Cível de Recife,Não informado
19,8168054-14.2024.6.50.1232,209,Trabalhista,Inicial,Encerrado,Dra. Cavalcante,07-11-2023,30-03-2026,R$ 283193.00,14ª Vara Trabalhista de Recife,Não informado
20,6425355-10.2021.6.53.2041,1435,Trabalhista,Acordo extrajudicial,Ativo,Dr. Melo,17-11-2025,05-11-2025,R$ 17441.00,11ª Vara Cível de Recife,Não informado
21,2328070-99.2024.8.57.5561,1256,Trabalhista,Execução,Ativo,Dra. Cavalcante,25-03-2023,24-02-2026,R$ 468358.00,3ª Vara Criminal de Recife,Aguardando documentos
22,1887163-62.2025.9.93.1037,1138,Civil,Recurso,Em recurso,Dr. Barros,11-11-2023,27-07-2026,R$ 124193.00,4ª Vara Cível de Recife,Em negociação
23,7274275-74.2020.1.22.9780,1271,Civil,Arquivado,Ativo,Dra. Fontes,26-02-2020,12-06-2025,R$ 416171.00,1ª Vara Criminal de Recife,Em negociação
24,6416661-36.2021.8.21.8496,383,Trabalhista,Inicial,Ativo,Dr. Barros,05-05-2023,06-06-2025,R$ 208689.00,15ª Vara Cível de Recife,Não informado
25,4433355-55.2023.8.48.9346,560,Trabalhista,Instrução,Ativo,Dr. Melo,22-06-2024,31-03-2026,R$ 121743.00,19ª Vara Criminal de Recife,Não informado
26,5159219-49.2023.5.25.3676,733,Trabalhista,Execução,Em recurso,Dr. Melo,03-07-2022,13-02-2026,R$ 160063.00,15ª Vara Trabalhista de Recife,Em negociação
27,2966787-79.2022.1.41.9944,662,Civil,Sentença,Ativo,Dr. Melo,09-11-2022,14-09-2025,R$ 273584.00,3ª Vara Trabalhista de Recife,Cliente não responde
28,4064382-39.2022.4.13.8937,631,Trabalhista,Audiência,Encerrado,Dra. Cavalcante,10-07-2022,02-12-2026,R$ 245404.00,13ª Vara Cível de Recife,Em negociação
29,3541821-31.2021.8.96.1927,1154,Civil,Execução,Encerrado,Dr. Barros,11-04-2021,04-03-2025,R$ 121194.00,20ª Vara Trabalhista de Recife,Não informado
30,1101935-78.2023.5.88.5299,456,Civil,Arquivado,Encerrado,Dr. Barros,16-07-2022,Não informado,R$ 233108.00,15ª Vara Cível de Recife,Não informado
31,4229107-99.2020.7.61.3978,606,Civil,Sentença,Suspenso,Dr. Barros,18-04-2020,22-02-2026,R$ 408229.00,8ª Vara Criminal de Recife,Não informado
32,5050722-10.2024.8.29.4298,784,Trabalhista,Arquivado,Em recurso,Dr. Melo,25-06-2022,30-12-2025,R$ 444878.00,10ª Vara Criminal de Recife,Em negociação
33,8607512-63.2021.6.82.1039,16,Trabalhista,Arquivado,Suspenso,Dr. Melo,25-01-2021,19-02-2025,R$ 115963.00,16ª Vara Criminal de Recife,Urgente
34,4314934-26.2021.7.14.7244,1237,Civil,Inicial,Ativo,Dr. Melo,22-01-2022,26-10-2026,R$ 101576.00,9ª Vara Criminal de Recife,Urgente
35,6003915-30.2025.6.37.7681,1053,Civil,Inicial,Ativo,Dr. Melo,15-01-2025,29-09-2026,R$ 413753.00,5ª Vara Criminal de Recife,Não informado
36,9686751-57.2022.7.62.3494,789,Trabalhista,Execução,Ativo,Dra. Cavalcante,19-09-2023,28-03-2026,R$ 237751.00,12ª Vara Cível de Recife,Cliente não responde
37,5035093-45.2021.1.27.3097,1433,Civil,Acordo extrajudicial,Encerrado,Dra Fontes,18-10-2024,30-12-2026,R$ 253333.14,3ª Vara Cível de Recife,Não informado
38,7141324-67.2025.3.86.3413,328,Trabalhista,Acordo extrajudicial,Encerrado,Dra. Cavalcante,20-02-2026,Não informado,R$ 422938.00,5ª Vara Cível de Recife,Não informado
39,1887163-62.2025.9.93.1037,234,Trabalhista,Inicial,Encerrado,Dra Fontes,05-01-2024,05-05-2026,R$ 76032.00,4ª Vara Criminal de Recife,Não informado
40,5266269-78.2021.7.59.1392,319,Trabalhista,Execução,Encerrado,Dr. Barros,30-09-2025,14-08-2025,R$ 84808.00,1ª Vara Cível de Recife,Não informado
41,1438459-62.2020.7.78.3410,502,Civil,Sentença,Ativo,Dra. Fontes,23-09-2022,16-03-2025,R$ 253333.14,20ª Vara Cível de Recife,Não informado
42,4687348-31.2023.1.92.6907,1097,Civil,Recurso,Encerrado,Dra Fontes,28-07-2025,08-07-2026,R$ 474508.00,4ª Vara Cível de Recife,Em negociação
43,8097721-13.2023.1.47.8354,1367,Trabalhista,Sentença,Ativo,Dra. Cavalcante,18-10-2024,07-08-2025,R$ 120515.00,5ª Vara Trabalhista de Recife,Não informado
44,2191287-57.2021.1.18.8228,648,Trabalhista,Acordo extrajudicial,Ativo,Dra. Fontes,02-05-2024,18-11-2025,R$ 253333.14,19ª Vara Trabalhista de Recife,Não informado
45,9108785-98.2021.3.78.6687,571,Trabalhista,Instrução,Encerrado,Dra. Cavalcante,29-03-2020,03-10-2026,R$ 253333.14,13ª Vara Criminal de Recife,Não informado
46,1165147-13.2020.2.47.5874,293,Trabalhista,Acordo extrajudicial,Ativo,Dr. Barros,07-09-2024,03-07-2025,R$ 253333.14,9ª Vara Criminal de Recife,Não informado
47,9057960-29.2025.5.10.6072,150,Civil,Execução,Suspenso,Dra. Cavalcante,25-11-2024,11-04-2026,R$ 82250.00,16ª Vara Trabalhista de Recife,Aguardando documentos
48,3376786-12.2020.7.64.5093,1433,Civil,Acordo extrajudicial,Ativo,Dra. Cavalcante,14-03-2025,21-05-2025,R$ 277499.00,1ª Vara Cível de Recife,Não informado
49,7271178-97.2023.5.84.4243,1252,Civil,Acordo extrajudicial,Suspenso,Dr. Melo,25-03-2026,28-05-2025,R$ 388326.00,19ª Vara Criminal de Recife,Cliente não responde
50,1878000-50.2025.7.58.1197,649,Trabalhista,Acordo extrajudicial,Encerrado,Dr. Barros,27-06-2024,04-01-2026,R$ 335374.00,7ª Vara Cível de Recife,Não informado
51,7110796-41.2020.3.80.5362,284,Civil,Execução,Suspenso,Dr. Melo,23-08-2025,05-10-2025,R$ 460961.00,7ª Vara Trabalhista de Recife,Em negociação
52,4433355-55.2023.8.48.9346,1384,Civil,Arquivado,Encerrado,Dr. Barros,08-04-2025,16-10-2026,R$ 451599.00,20ª Vara Trabalhista de Recife,Urgente
53,2658962-39.2022.5.95.8856,273,Civil,Arquivado,Ativo,Dra. Cavalcante,20-02-2023,23-02-2025,R$ 330914.00,19ª Vara Cível de Recife,Não informado
54,2884639-86.2023.2.31.8737,1338,Civil,Audiência,Ativo,Dra. Cavalcante,04-10-2023,05-02-2026,R$ 283185.00,7ª Vara Criminal de Recife,Cliente não responde
55,1667591-67.2025.4.69.9424,1182,Civil,Instrução,Ativo,Dr. Melo,09-07-2020,06-10-2025,R$ 473516.00,7ª Vara Trabalhista de Recife,Não informado
56,2824928-33.2020.1.90.6467,1300,Civil,Acordo extrajudicial,Encerrado,Dra. Fontes,24-06-2023,27-12-2025,R$ 332399.00,17ª Vara Trabalhista de Recife,Urgente
57,4865461-96.2025.2.64.9143,917,Trabalhista,Execução,Encerrado,Dra Fontes,27-05-2020,15-09-2026,R$ 247530.00,20ª Vara Criminal de Recife,Cliente não responde
58,2909764-51.2025.7.78.2223,1323,Trabalhista,Arquivado,Em recurso,Dra. Cavalcante,17-01-2021,13-06-2026,R$ 423818.00,19ª Vara Criminal de Recife,Urgente
59,3306375-34.2024.9.48.9154,899,Civil,Recurso,Ativo,Dra. Fontes,16-10-2021,05-03-2026,R$ 19724.00,7ª Vara Trabalhista de Recife,Não informado
60,9071705-28.2021.9.78.4746,1105,Civil,Arquivado,Encerrado,Dra. Cavalcante,09-02-2023,06-03-2025,R$ 134742.00,6ª Vara Trabalhista de Recife,Urgente
61,8129073-22.2024.4.16.9656,291,Trabalhista,Audiência,Encerrado,Dra Fontes,04-10-2026,Não informado,R$ 253333.14,18ª Vara Trabalhista de Recife,Aguardando documentos
62,5625093-80.2022.9.16.6618,9,Civil,Audiência,Em recurso,Dr. Barros,17-04-2022,19-04-2026,R$ 230442.00,11ª Vara Cível de Recife,Cliente não responde
63,5660649-86.2020.5.86.9291,1455,Trabalhista,Sentença,Ativo,Dra. Cavalcante,22-10-2025,11-04-2025,R$ 253333.14,1ª Vara Criminal de Recife,Aguardando documentos
64,2118934-75.2023.5.97.9563,257,Trabalhista,Recurso,Ativo,Dra Fontes,25-03-2026,20-06-2025,R$ 250965.00,17ª Vara Trabalhista de Recife,Não informado
65,4134515-43.2021.8.70.4879,263,Trabalhista,Recurso,Encerrado,Dr. Barros,05-01-2020,03-04-2025,R$ 48486.00,9ª Vara Cível de Recife,Não informado
66,2341370-92.2024.9.60.8122,1383,Trabalhista,Inicial,Encerrado,Dra. Fontes,29-11-2023,05-11-2026,R$ 253333.14,19ª Vara Criminal de Recife,Cliente não responde
67,6368709-92.2024.7.99.9426,222,Civil,Audiência,Encerrado,Dr. Barros,21-06-2024,04-12-2026,R$ 253333.14,7ª Vara Trabalhista de Recife,Em negociação
68,5747786-52.2023.7.30.3750,33,Civil,Sentença,Ativo,Dra. Cavalcante,23-10-2021,16-10-2025,R$ 378631.00,15ª Vara Criminal de Recife,Não informado
69,5661974-14.2020.6.39.3137,374,Civil,Execução,Suspenso,Dra. Cavalcante,25-09-2022,22-12-2026,R$ 253333.14,14ª Vara Cível de Recife,Em negociação
70,2129757-49.2025.4.14.5657,686,Trabalhista,Instrução,Encerrado,Dra. Cavalcante,09-08-2023,Não informado,R$ 41303.00,1ª Vara Cível de Recife,Aguardando documentos
71,1778149-24.2023.1.86.3557,276,Civil,Execução,Encerrado,Dra. Fontes,04-03-2025,09-05-2026,R$ 452684.00,10ª Vara Criminal de Recife,Aguardando documentos
72,8215015-64.2021.5.32.1893,424,Trabalhista,Sentença,Ativo,Dra. Cavalcante,17-03-2021,17-02-2026,R$ 137198.00,13ª Vara Trabalhista de Recife,Cliente não responde
73,3168718-77.2025.2.92.8027,320,Trabalhista,Acordo extrajudicial,Ativo,Dra. Cavalcante,22-07-2021,22-02-2026,R$ 79442.00,18ª Vara Trabalhista de Recife,Não informado
74,8125196-18.2023.1.53.1215,341,Trabalhista,Execução,Encerrado,Dr. Barros,01-11-2020,Não informado,R$ 390161.00,18ª Vara Trabalhista de Recife,Cliente não responde
75,2884639-86.2023.2.31.8737,177,Trabalhista,Inicial,Encerrado,Dr. Barros,08-02-2023,25-01-2025,R$ 436961.00,7ª Vara Criminal de Recife,Não informado
76,1013314-48.2023.4.39.2083,1426,Trabalhista,Arquivado,Em recurso,Dra. Cavalcante,06-08-2022,31-12-2026,R$ 51876.00,19ª Vara Cível de Recife,Aguardando documentos
77,3710559-31.2020.9.95.2540,1206,Civil,Instrução,Em recurso,Dra Fontes,15-01-2020,14-11-2025,R$ 181120.00,11ª Vara Criminal de Recife,Aguardando documentos
78,4493339-70.2021.7.17.8725,369,Civil,Inicial,Ativo,Dra. Fontes,12-11-2022,10-11-2026,R$ 253333.14,6ª Vara Criminal de Recife,Cliente não responde
79,1093623-59.2025.7.92.5441,1049,Trabalhista,Arquivado,Encerrado,Dr. Barros,30-10-2025,Não informado,R$ 304933.00,9ª Vara Trabalhista de Recife,Em negociação
80,3724721-44.2021.9.75.5553,712,Civil,Inicial,Em recurso,Dra. Cavalcante,29-11-2023,06-08-2025,R$ 265673.00,20ª Vara Criminal de Recife,Não informado
81,5159219-49.2023.5.25.3676,194,Trabalhista,Sentença,Encerrado,Dr. Melo,25-09-2024,05-01-2026,R$ 191635.00,16ª Vara Trabalhista de Recife,Urgente
82,3376786-12.2020.7.64.5093,202,Trabalhista,Sentença,Encerrado,Dr. Barros,14-12-2025,08-10-2025,R$ 280756.00,3ª Vara Criminal de Recife,Cliente não responde
83,2292432-35.2025.5.83.7063,1311,Trabalhista,Sentença,Suspenso,Dr. Barros,12-10-2021,19-03-2026,R$ 440579.00,15ª Vara Criminal de Recife,Urgente
84,4314934-26.2021.7.14.7244,810,Trabalhista,Inicial,Ativo,Dr. Barros,14-03-2025,21-08-2026,R$ 285735.00,11ª Vara Criminal de Recife,Urgente
85,4687348-31.2023.1.92.6907,953,Trabalhista,Acordo extrajudicial,Suspenso,Dra. Cavalcante,04-06-2024,17-07-2026,R$ 198649.00,1ª Vara Cível de Recife,Cliente não responde
86,6160516-66.2024.5.17.7150,256,Civil,Audiência,Ativo,Dr. Barros,31-05-2025,07-12-2025,R$ 457445.00,12ª Vara Cível de Recife,Aguardando documentos
87,4681694-71.2021.9.28.7350,904,Trabalhista,Execução,Encerrado,Dra. Cavalcante,22-11-2025,27-02-2025,R$ 381648.00,9ª Vara Criminal de Recife,Cliente não responde
88,2554938-48.2024.1.13.4544,371,Civil,Audiência,Ativo,Dra Fontes,03-11-2025,04-10-2026,R$ 79079.00,4ª Vara Cível de Recife,Cliente não responde
89,1754781-28.2025.6.89.2162,697,Civil,Inicial,Ativo,Dr. Barros,13-07-2025,08-09-2026,R$ 319953.00,6ª Vara Cível de Recife,Em negociação
90,1353022-94.2023.9.79.1203,836,Civil,Arquivado,Em recurso,Dr. Melo,19-11-2021,14-01-2025,R$ 76356.00,13ª Vara Criminal de Recife,Cliente não responde
91,1964519-55.2020.7.58.6781,285,Trabalhista,Audiência,Encerrado,Dra Fontes,09-06-2022,13-10-2026,R$ 253333.14,9ª Vara Trabalhista de Recife,Urgente
92,9060164-41.2020.5.36.2381,1224,Trabalhista,Execução,Ativo,Dra Fontes,22-07-2020,07-10-2026,R$ 164346.00,8ª Vara Trabalhista de Recife,Não informado
93,7223110-52.2024.2.44.8994,135,Trabalhista,Arquivado,Encerrado,Dr. Barros,20-12-2023,11-06-2026,R$ 145335.00,18ª Vara Criminal de Recife,Em negociação
94,4893809-11.2021.7.19.9759,1355,Trabalhista,Sentença,Ativo,Dr. Barros,01-09-2024,08-10-2025,R$ 276363.00,5ª Vara Cível de Recife,Em negociação
95,9060164-41.2020.5.36.2381,944,Civil,Inicial,Encerrado,Dra Fontes,09-11-2025,25-10-2025,R$ 346020.00,10ª Vara Cível de Recife,Em negociação
96,5472823-70.2022.4.41.7624,882,Civil,Audiência,Ativo,Dr. Melo,04-07-2020,11-09-2025,R$ 382870.00,13ª Vara Trabalhista de Recife,Não informado
97,8286382-50.2025.4.53.4414,17,Trabalhista,Execução,Ativo,Dra. Fontes,12-06-2021,10-09-2026,R$ 250073.00,5ª Vara Criminal de Recife,Não informado
98,1878000-50.2025.7.58.1197,1301,Trabalhista,Recurso,Ativo,Dr. Melo,21-04-2026,03-06-2025,R$ 62639.00,5ª Vara Criminal de Recife,Cliente não responde
99,4065326-72.2025.8.58.5304,10,Civil,Sentença,Encerrado,Dr. Melo,22-04-2026,08-03-2025,R$ 253333.14,8ª Vara Cível de Recife,Em negociação
100,5947618-28.2023.6.53.6118,1271,Trabalhista,Instrução,Ativo,Dra. Cavalcante,04-02-2021,11-04-2026,R$ 253333.14,6ª Vara Trabalhista de Recife,Em negociação
101,6836135-90.2022.9.37.5643,306,Trabalhista,Sentença,Ativo,Dr. Barros,11-09-2023,22-02-2025,R$ 295459.00,10ª Vara Trabalhista de Recife,Não informado
102,1735592-50.2022.9.87.5612,1295,Civil,Recurso,Ativo,Dra. Cavalcante,20-08-2023,05-04-2026,R$ 168926.00,2ª Vara Trabalhista de Recife,Não informado
103,3667022-35.2020.9.76.3115,382,Trabalhista,Recurso,Encerrado,Dra Fontes,10-10-2022,30-01-2026,R$ 50544.00,12ª Vara Trabalhista de Recife,Cliente não responde
104,2545435-52.2025.3.59.7623,342,Civil,Sentença,Ativo,Dra. Cavalcante,10-03-2024,Não informado,R$ 253333.14,6ª Vara Cível de Recife,Aguardando documentos
105,8588997-88.2020.6.29.5987,122,Civil,Instrução,Ativo,Dra. Fontes,11-02-2024,29-08-2025,R$ 233498.00,11ª Vara Cível de Recife,Cliente não responde
106,4563779-48.2023.2.87.9606,1477,Trabalhista,Acordo extrajudicial,Suspenso,Dr. Barros,21-07-2022,13-04-2025,R$ 152008.00,10ª Vara Criminal de Recife,Não informado
107,3922248-27.2025.1.42.4047,1347,Trabalhista,Inicial,Encerrado,Dr. Barros,17-08-2021,09-06-2025,R$ 455374.00,8ª Vara Cível de Recife,Não informado
108,8220628-15.2021.8.54.9077,272,Civil,Acordo extrajudicial,Encerrado,Dra. Cavalcante,30-03-2024,13-09-2026,R$ 178662.00,9ª Vara Cível de Recife,Não informado
109,7687292-20.2021.4.85.7539,1449,Trabalhista,Recurso,Em recurso,Dr. Melo,20-11-2024,17-01-2026,R$ 469833.00,16ª Vara Cível de Recife,Cliente não responde
110,4494463-44.2022.5.80.7542,220,Civil,Sentença,Ativo,Dr. Barros,14-04-2021,24-04-2026,R$ 415129.00,7ª Vara Cível de Recife,Aguardando documentos
111,1833330-93.2025.8.61.3405,876,Trabalhista,Inicial,Suspenso,Dra. Cavalcante,24-08-2025,26-09-2026,R$ 253333.14,11ª Vara Trabalhista de Recife,Não informado
112,7245951-43.2021.4.11.7623,944,Trabalhista,Inicial,Ativo,Dra. Cavalcante,01-10-2024,06-11-2026,R$ 158101.00,12ª Vara Cível de Recife,Não informado
113,8220628-15.2021.8.54.9077,562,Civil,Sentença,Ativo,Dr. Melo,25-01-2020,24-10-2026,R$ 253333.14,7ª Vara Criminal de Recife,Não informado
114,2554938-48.2024.1.13.4544,710,Trabalhista,Arquivado,Ativo,Dra. Cavalcante,27-01-2025,18-02-2025,R$ 147711.00,14ª Vara Criminal de Recife,Cliente não responde
115,5210656-44.2021.1.39.2474,1392,Civil,Sentença,Ativo,Dra. Cavalcante,09-10-2022,07-09-2026,R$ 132709.00,6ª Vara Cível de Recife,Não informado
116,2294596-63.2020.6.38.9193,643,Trabalhista,Execução,Encerrado,Dra. Fontes,17-03-2024,Não informado,R$ 88719.00,18ª Vara Criminal de Recife,Aguardando documentos
117,1621418-87.2020.9.55.9337,741,Trabalhista,Recurso,Em recurso,Dr. Melo,10-11-2020,20-11-2026,R$ 253333.14,14ª Vara Cível de Recife,Não informado
118,1742202-63.2023.6.68.9372,1158,Trabalhista,Recurso,Encerrado,Dra Fontes,04-07-2024,23-04-2026,R$ 229610.00,1ª Vara Trabalhista de Recife,Não informado
119,3464073-25.2022.8.73.5075,527,Civil,Inicial,Encerrado,Dra Fontes,13-02-2025,09-05-2025,R$ 19462.00,6ª Vara Cível de Recife,Urgente
120,3879233-61.2024.5.30.1494,1084,Civil,Instrução,Ativo,Dra. Cavalcante,20-12-2022,11-08-2025,R$ 253333.14,20ª Vara Trabalhista de Recife,Não informado
121,7599278-46.2021.4.96.3535,798,Civil,Acordo extrajudicial,Encerrado,Dr. Barros,18-10-2024,30-08-2025,R$ 253333.14,14ª Vara Cível de Recife,Aguardando documentos
122,5991409-16.2021.8.44.1303,821,Trabalhista,Arquivado,Encerrado,Dr. Barros,12-09-2024,26-01-2025,R$ 245525.00,10ª Vara Cível de Recife,Não informado
123,5472823-70.2022.4.41.7624,287,Trabalhista,Arquivado,Em recurso,Dr. Melo,10-08-2020,02-05-2026,R$ 112370.00,10ª Vara Criminal de Recife,Não informado
124,8530609-10.2021.5.41.7151,937,Civil,Sentença,Ativo,Dr. Melo,22-02-2021,30-10-2025,R$ 253333.14,14ª Vara Trabalhista de Recife,Urgente
125,4721085-96.2020.6.92.9645,513,Civil,Arquivado,Encerrado,Dr. Barros,22-09-2025,23-01-2025,R$ 297936.00,9ª Vara Criminal de Recife,Não informado
126,4584224-94.2025.2.57.2511,1399,Trabalhista,Instrução,Em recurso,Dra. Fontes,11-12-2023,05-07-2025,R$ 316353.00,2ª Vara Trabalhista de Recife,Não informado
127,2658962-39.2022.5.95.8856,457,Civil,Execução,Encerrado,Dr. Melo,23-07-2020,04-12-2026,R$ 289801.00,17ª Vara Cível de Recife,Não informado
128,4687348-31.2023.1.92.6907,255,Civil,Instrução,Em recurso,Dra. Cavalcante,01-02-2025,15-02-2026,R$ 253333.14,19ª Vara Trabalhista de Recife,Não informado
129,6105303-92.2021.4.39.3868,1259,Civil,Audiência,Ativo,Dr. Melo,22-10-2021,19-05-2025,R$ 253333.14,14ª Vara Trabalhista de Recife,Aguardando documentos
130,3585301-47.2021.7.73.3469,195,Civil,Instrução,Encerrado,Dr. Barros,07-10-2025,12-03-2026,R$ 54656.00,6ª Vara Criminal de Recife,Urgente
131,5483975-50.2024.8.92.4422,722,Trabalhista,Instrução,Ativo,Dr. Barros,09-10-2024,16-09-2026,R$ 484123.00,19ª Vara Cível de Recife,Aguardando documentos
132,3376786-12.2020.7.64.5093,1456,Trabalhista,Inicial,Ativo,Dr. Barros,11-04-2021,21-10-2026,R$ 263868.00,4ª Vara Trabalhista de Recife,Não informado
133,3376786-12.2020.7.64.5093,399,Civil,Instrução,Ativo,Dra. Fontes,04-09-2025,24-06-2026,R$ 24205.00,20ª Vara Cível de Recife,Não informado
134,6368709-92.2024.7.99.9426,1378,Civil,Execução,Suspenso,Dra. Cavalcante,03-01-2024,07-12-2025,R$ 478854.00,5ª Vara Trabalhista de Recife,Em negociação
135,6927716-18.2022.9.56.1445,447,Trabalhista,Audiência,Suspenso,Dra. Cavalcante,03-09-2021,10-06-2025,R$ 101603.00,9ª Vara Trabalhista de Recife,Em negociação
136,6663627-76.2023.9.26.5770,368,Trabalhista,Recurso,Encerrado,Dr. Barros,20-07-2024,05-05-2025,R$ 192699.00,7ª Vara Criminal de Recife,Em negociação
137,7381740-86.2021.2.88.6570,516,Trabalhista,Audiência,Ativo,Dra. Cavalcante,14-05-2024,23-02-2025,R$ 278319.00,19ª Vara Trabalhista de Recife,Cliente não responde
138,7274275-74.2020.1.22.9780,627,Civil,Sentença,Ativo,Dra Fontes,02-10-2023,02-02-2025,R$ 258469.00,3ª Vara Trabalhista de Recife,Urgente
139,1667591-67.2025.4.69.9424,132,Trabalhista,Acordo extrajudicial,Encerrado,Dra. Fontes,25-02-2022,04-09-2026,R$ 68451.00,1ª Vara Criminal de Recife,Não informado
140,5074974-98.2023.8.21.9881,272,Trabalhista,Execução,Suspenso,Dr. Barros,20-01-2021,22-06-2026,R$ 220899.00,8ª Vara Trabalhista de Recife,Não informado
141,5451988-41.2020.2.82.4041,30,Civil,Execução,Encerrado,Dra. Cavalcante,03-04-2023,31-10-2025,R$ 87492.00,12ª Vara Cível de Recife,Cliente não responde
142,7486138-99.2020.5.81.4332,631,Trabalhista,Instrução,Ativo,Dra. Cavalcante,28-04-2021,06-12-2026,R$ 181351.00,4ª Vara Trabalhista de Recife,Urgente
143,6254488-31.2024.9.48.3216,395,Trabalhista,Inicial,Encerrado,Dra Fontes,03-08-2023,14-10-2026,R$ 175282.00,13ª Vara Cível de Recife,Cliente não responde
144,8574876-96.2020.7.97.4673,145,Trabalhista,Audiência,Ativo,Dra. Fontes,19-04-2024,01-10-2025,R$ 96975.00,16ª Vara Trabalhista de Recife,Cliente não responde
145,6694761-39.2022.1.10.2199,887,Civil,Sentença,Ativo,Dr. Barros,22-11-2023,07-05-2026,R$ 136097.00,20ª Vara Criminal de Recife,Não informado
146,8588997-88.2020.6.29.5987,473,Trabalhista,Sentença,Encerrado,Dr. Melo,19-04-2023,Não informado,R$ 273638.00,14ª Vara Cível de Recife,Não informado
147,7515318-25.2024.4.34.6280,1382,Trabalhista,Recurso,Em recurso,Dr. Melo,19-04-2025,24-06-2026,R$ 326018.00,12ª Vara Trabalhista de Recife,Não informado
148,2575202-50.2023.1.54.9627,511,Trabalhista,Audiência,Suspenso,Dr. Barros,11-08-2023,Não informado,R$ 183271.00,6ª Vara Criminal de Recife,Cliente não responde
149,2824928-33.2020.1.90.6467,1273,Civil,Acordo extrajudicial,Ativo,Dr. Melo,02-03-2020,14-03-2026,R$ 114853.00,13ª Vara Trabalhista de Recife,Não informado
150,1735592-50.2022.9.87.5612,938,Civil,Inicial,Encerrado,Dra. Fontes,06-03-2020,26-08-2026,R$ 271683.00,10ª Vara Criminal de Recife,Cliente não responde
151,8590346-68.2020.7.63.7780,1322,Trabalhista,Arquivado,Encerrado,Dr. Barros,26-10-2024,07-06-2026,R$ 253333.14,14ª Vara Criminal de Recife,Não informado
152,4314934-26.2021.7.14.7244,535,Civil,Inicial,Ativo,Dra. Cavalcante,30-05-2022,24-09-2025,R$ 439775.00,14ª Vara Criminal de Recife,Não informado
153,3679963-72.2020.9.29.7859,1337,Civil,Inicial,Ativo,Dr. Barros,27-01-2021,11-10-2026,R$ 384167.00,10ª Vara Criminal de Recife,Não informado
